"modelkey";"modelid";"akey";"modelf";"typef";"first_year";"count_runs";"count_years";"lambda_mean";"lambda_min";"lambda_max";"lambda_sd";"lambda_boot_lcl";"lambda_boot_ucl";"lambda_q25";"lambda_q75";"gen_mean";"gen_med";"gen_min";"gen_max";"gen_sd";"gen_boot_lcl";"gen_boot_ucl";"gen_q25";"gen_q75";"gen_age_mean";"gen_age_med";"gen_age_min";"gen_age_max";"gen_age_sd";"gen_age_boot_lcl";"gen_age_boot_ucl";"gen_age_q25";"gen_age_q75";"life_exp_mean";"life_exp_med";"life_exp_min";"life_exp_max";"life_exp_sd";"life_exp_boot_lcl";"life_exp_boot_ucl";"life_exp_q25";"life_exp_q75";"life_exp_adult_mean";"life_exp_adult_med";"life_exp_adult_min";"life_exp_adult_max";"life_exp_adult_sd";"life_exp_adult_boot_lcl";"life_exp_adult_boot_ucl";"life_exp_adult_q25";"life_exp_adult_q75";"eggs_to_adult_mean";"eggs_to_adult_med";"eggs_to_adult_min";"eggs_to_adult_max";"eggs_to_adult_sd";"eggs_to_adult_boot_lcl";"eggs_to_adult_boot_ucl";"eggs_to_adult_q25";"eggs_to_adult_q75";"fem_t0";"fem_t35";"fem_t41";"fem_t45";"fem_t100";"fem_sd_t35";"fem_sd_t41";"fem_sd_t45";"fem_sd_t100";"fem_q25_t35";"fem_q25_t41";"fem_q25_t45";"fem_q25_t100";"fem_q75_t35";"fem_q75_t41";"fem_q75_t45";"fem_q75_t100";"fem_diff_t35";"fem_diff_t41";"fem_diff_t45";"fem_diff_t100";"fem_diff_sd_t35";"fem_diff_sd_t41";"fem_diff_sd_t45";"fem_diff_sd_t100";"fem_diff_q25_t35";"fem_diff_q25_t41";"fem_diff_q25_t45";"fem_diff_q25_t100";"fem_diff_q75_t35";"fem_diff_q75_t41";"fem_diff_q75_t45";"fem_diff_q75_t100";"change50_ymean";"change50_ysd";"change50_yq25";"change50_yq75";"change30_ymean";"change30_ysd";"change30_yq25";"change30_yq75"
255;"poun_female-hunt 50%_0_5";"poun_female-hunt 50%_0";"Stochastic bad x4";"female-hunt 50%";0;50;101;0,529876606430439;0,511118713994374;0,54501851960172;0,00752152292512653;0,52774495436832;0,531847637985037;0,524436494768688;0,533718584399271;10,7347837236466;10,647032624885;10,1383306030786;11,4736734103204;0,29627932543056;10,6546631552121;10,8085773106849;10,5834448721592;10,9490744503326;514,099114577438;514,099114577438;514,099114577438;514,099114577438;0;514,099114577438;514,099114577438;514,099114577438;514,099114577438;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249999,10000285;249999,10000285;249999,10000285;249999,10000285;0;249999,10000285;249999,10000285;249999,10000285;249999,10000285;10;4,61567428991988e-08;1,57851264121085e-09;1,71669672579426e-10;5,39070083270819e-24;2,43593773879721e-08;9,70285260109587e-10;1,03055638951928e-10;5,40170510548877e-24;2,59395607092524e-08;8,88035457333151e-10;8,73343043488181e-11;1,74712741775472e-24;6,36436383797546e-08;2,03032349685728e-09;2,22729510881592e-10;6,75281212325639e-24;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
256;"poun_female-hunt 50%_0.1_1";"poun_female-hunt 50%_0.1";"Deterministic";"female-hunt 50%";0,1;1;101;0,627346618933846;0,627346618933846;0,627346618933846;NA;NA;NA;0,627346618933846;0,627346618933846;6,89535521406297;6,89535521406297;6,89535521406297;6,89535521406297;NA;NA;NA;6,89535521406297;6,89535521406297;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;NA;NA;NA;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;NA;NA;NA;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;NA;NA;NA;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;NA;NA;NA;249,99910000285;249,99910000285;9;0;0;0;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0;-1;-1;-1;-1;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;2;NA;2;2;1;NA;1;1
257;"poun_female-hunt 50%_0.1_2";"poun_female-hunt 50%_0.1";"Stochastic uniform";"female-hunt 50%";0,1;50;101;0,610913284596571;0,598289642698978;0,622503789561368;0,00521496913627702;0,609428150255678;0,612301562350015;0,607975301443934;0,614432407273905;7,54267853681159;7,53123274132094;7,08611847224036;8,03993476312732;0,205422166922579;7,48417780430385;7,59736400415577;7,40405723586935;7,65840824677254;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;0;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;6,45833411873107e-07;3,76548315977653e-08;5,56300902712058e-09;2,11830183191584e-20;1,40363183031302e-07;8,88119386930154e-09;1,36416688105376e-09;8,31822995122995e-21;5,24579948273909e-07;3,17683459108224e-08;4,5489335074065e-09;1,62483026241415e-20;7,50015275822544e-07;4,22052609811675e-08;6,48196223414479e-09;2,52500149543264e-20;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
258;"poun_female-hunt 50%_0.1_3";"poun_female-hunt 50%_0.1";"Stochastic equal";"female-hunt 50%";0,1;50;101;0,587990558900175;0,575689772294081;0,604746748528949;0,00587845290164131;0,586505424559282;0,589572549828518;0,584164723695917;0,591832536869008;8,44562462551791;8,42146127948211;7,78558375222413;8,93016330128849;0,231557369114089;8,38454858902478;8,51051592717459;8,29428577403051;8,59632759947805;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;0;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;3,61377563979786e-07;1,80319479974605e-08;2,51030793483976e-09;3,2282057846611e-21;1,24176837805979e-07;6,87460360589348e-09;9,56114264293085e-10;1,89527874584996e-21;2,80707022895564e-07;1,36286022223336e-08;1,99278286756695e-09;1,85085181737283e-21;4,06329690947918e-07;1,98135304594945e-08;2,81510455680012e-09;4,01859834346188e-21;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
259;"poun_female-hunt 50%_0.1_4";"poun_female-hunt 50%_0.1";"Stochastic bad x2";"female-hunt 50%";0,1;50;101;0,573365214195292;0,557932731261662;0,591832536869008;0,00733734232498063;0,571234369271401;0,575366917002582;0,568021959120991;0,577304048751574;9,02172966521364;9,02554493037718;8,29428577403051;9,62962858127226;0,28902429150833;8,94415260688816;9,09930672353911;8,86657554856269;9,23220512673603;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;0;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;2,26898352833185e-07;1,09490520135692e-08;1,486173657344e-09;8,77586750884055e-22;1,09703217484182e-07;5,18865400802097e-09;7,39736453519771e-10;7,21804512743608e-22;1,51541456129417e-07;7,28425735528573e-09;9,49036288842494e-10;4,4370461006225e-22;2,94283475583656e-07;1,40138234374792e-08;2,01567524102762e-09;9,68264786765996e-22;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
260;"poun_female-hunt 50%_0.1_5";"poun_female-hunt 50%_0.1";"Stochastic bad x4";"female-hunt 50%";0,1;50;101;0,559837577481503;0,540175690229242;0,577304048751574;0,00872483746909218;0,557544497773634;0,562259799305971;0,553493471003557;0,566004113549125;9,55459503305582;9,56604082854646;8,86657554856269;10,329093861256;0,343678931190709;9,46302866913067;9,64495322967918;9,31168981764327;9,8044949012682;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;0;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;15234,9451541737;249,99910000285;249,99910000285;249999,10000285;54343,7853105598;2747,49010903132;32717,382217373;249,99910000285;249,99910000285;10;1,66675876485051e-07;6,89316329260065e-09;8,82354443367751e-10;2,59609177306938e-22;8,59522337395981e-08;4,06176861709593e-09;4,96111113567174e-10;2,43447112870318e-22;1,00207281053652e-07;4,24220141605167e-09;5,5867923817034e-10;9,11750228224385e-23;1,95758428428722e-07;8,57926047629049e-09;1,1147025740431e-09;3,54693126698853e-22;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
261;"poun_female-hunt 50%_0.2_1";"poun_female-hunt 50%_0.2";"Deterministic";"female-hunt 50%";0,2;1;101;0,682048983393649;0,682048983393649;0,682048983393649;NA;NA;NA;0,682048983393649;0,682048983393649;6,59043249526722;6,59043249526722;6,59043249526722;6,59043249526722;NA;NA;NA;6,59043249526722;6,59043249526722;7,81915051559776;7,81915051559776;7,81915051559776;7,81915051559776;NA;NA;NA;7,81915051559776;7,81915051559776;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;NA;NA;NA;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;NA;NA;NA;1,86915887850467;1,86915887850467;124,999550001425;124,999550001425;124,999550001425;124,999550001425;NA;NA;NA;124,999550001425;124,999550001425;10;0;0;0;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0;-1;-1;-1;-1;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;2;NA;2;2;1;NA;1;1
262;"poun_female-hunt 50%_0.2_2";"poun_female-hunt 50%_0.2";"Stochastic uniform";"female-hunt 50%";0,2;50;101;0,655536480868093;0,638222368754634;0,669027593828502;0,00640432133284622;0,653852743360376;0,657289558850892;0,651340322516479;0,660765866677286;7,26555276127005;7,2903437934723;6,8813742324259;7,81734117840643;0,189633545039142;7,21507636403094;7,31444920419153;7,09500669451297;7,36917768213789;7,81915051559776;7,81915051559776;7,81915051559776;7,81915051559776;0;7,81915051559776;7,81915051559776;7,81915051559776;7,81915051559776;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;124,999550001425;124,999550001425;124,999550001425;124,999550001425;0;124,999550001425;124,999550001425;124,999550001425;124,999550001425;10;8,47594541539085e-06;7,32885034517311e-07;1,47455206778066e-07;3,3936701699367e-17;2,24847471779841e-06;2,15479634002152e-07;4,97422093224694e-08;1,75952148613797e-17;6,82011382383579e-06;5,51313137531719e-07;1,07154685126995e-07;2,24203963430642e-17;1,02200501002519e-05;9,36568595434227e-07;1,9384835114417e-07;4,16870003875462e-17;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
263;"poun_female-hunt 50%_0.2_3";"poun_female-hunt 50%_0.2";"Stochastic equal";"female-hunt 50%";0,2;50;101;0,614275782778605;0,600279041824691;0,632231903140357;0,00690278472775938;0,612342429002717;0,616184500800272;0,610715466316148;0,618143260762316;8,33404238149582;8,34325996796788;7,90532274863588;8,8351912402405;0,231493347139056;8,27783642407219;8,3986679500609;8,16077058000205;8,44691546726813;8,336874002256;8,58050858421281;7,81915051559776;8,8342946070845;0,507468449039414;8,20465148433985;8,46909652017214;7,81915051559776;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;188,749320502152;218,749212502494;124,999550001425;249,99910000285;62,4870186427879;172,499379001966;204,999262002337;124,999550001425;249,99910000285;10;2,33886123310792e-06;1,56902070689576e-07;2,72410964216352e-08;7,82411088456668e-19;1,0760412714082e-06;7,50034248737673e-08;1,49803838242434e-08;5,89252012378392e-19;1,62483504028753e-06;1,07363485228612e-07;1,84295890667285e-08;4,23999426208173e-19;2,61795503905255e-06;1,9814812947588e-07;3,30485310058878e-08;9,85706663633895e-19;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
264;"poun_female-hunt 50%_0.2_4";"poun_female-hunt 50%_0.2";"Stochastic bad x2";"female-hunt 50%";0,2;50;101;0,590653618129848;0,570567864040019;0,605642100365465;0,00870937336673347;0,588083384814023;0,592987136717841;0,585589786849448;0,596443177693429;8,9526551061989;8,89007732962373;8,4902554501412;9,66837649827309;0,293525661524072;8,8733278408418;9,03707266831839;8,76061490378117;9,08770134897403;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;0;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;9,92728081362301e-07;5,77035251362109e-08;8,94339973664056e-09;5,82322927001023e-20;5,50603247584903e-07;3,24688104116203e-08;6,09617322604427e-09;5,19996779258512e-20;5,45623245869934e-07;3,25177894232923e-08;4,12080869077651e-09;2,04904892961132e-20;1,28844526733295e-06;7,04543676841581e-08;1,17338819292698e-08;7,8473873463325e-20;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
265;"poun_female-hunt 50%_0.2_5";"poun_female-hunt 50%_0.2";"Stochastic bad x4";"female-hunt 50%";0,2;50;101;0,573784891700608;0,551636392289499;0,594261781734112;0,00866202008614704;0,571321858136467;0,576256606130632;0,568209520455101;0,580083273778449;9,38404768061259;9,3476115165668;8,77204950573601;10,210620019147;0,298140998356446;9,30376205726598;9,46485539945174;9,18483060076736;9,5625455831372;7,81915051559776;7,81915051559776;7,81915051559776;7,81915051559776;0;7,81915051559776;7,81915051559776;7,81915051559776;7,81915051559776;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;7742,47212708826;249,99910000285;249,99910000285;249999,10000285;39165,1159728429;249,99910000285;20229,9271722306;249,99910000285;249,99910000285;10;3,98804439229305e-07;2,08197594321052e-08;2,90860289480453e-09;6,38186937010826e-21;2,35955706572932e-07;1,39007541139946e-08;2,06367587838468e-09;7,35074380609095e-21;2,15231058316999e-07;1,1059669951687e-08;1,75793101981148e-09;1,74604125079561e-21;4,85133055601049e-07;2,75495762617578e-08;3,42746136170118e-09;8,64114804428164e-21;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
266;"poun_female-hunt 50%_0.3_1";"poun_female-hunt 50%_0.3";"Deterministic";"female-hunt 50%";0,3;1;101;0,719551756523078;0,719551756523078;0,719551756523078;NA;NA;NA;0,719551756523078;0,719551756523078;6,43031438654723;6,43031438654723;6,43031438654723;6,43031438654723;NA;NA;NA;6,43031438654723;6,43031438654723;7,34838174477671;7,34838174477671;7,34838174477671;7,34838174477671;NA;NA;NA;7,34838174477671;7,34838174477671;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;NA;NA;NA;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;NA;NA;NA;1,86915887850467;1,86915887850467;83,3330333342833;83,3330333342833;83,3330333342833;83,3330333342833;NA;NA;NA;83,3330333342833;83,3330333342833;10;0;0;0;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0;-1;-1;-1;-1;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;2;NA;2;2;1;NA;1;1
267;"poun_female-hunt 50%_0.3_2";"poun_female-hunt 50%_0.3";"Stochastic uniform";"female-hunt 50%";0,3;50;101;0,683501545736802;0,661678615142532;0,696494979728321;0,00631639663262135;0,681684303490665;0,685351432928424;0,679895308763535;0,68802346107489;7,19542798835288;7,19564436394641;6,88624743530453;7,88656780894307;0,177755857605045;7,14942529835162;7,24318375066513;7,05024671617579;7,30032680958542;7,34838174477671;7,34838174477671;7,34838174477671;7,34838174477671;0;7,34838174477671;7,34838174477671;7,34838174477671;7,34838174477671;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;83,3330333342833;83,3330333342833;83,3330333342833;83,3330333342833;0;83,3330333342833;83,3330333342833;83,3330333342833;83,3330333342833;10;3,93214167845767e-05;4,75407927854181e-06;1,17470590605393e-06;3,65941421986749e-15;1,04141860709676e-05;1,43544376821762e-06;3,87368207310946e-07;1,63964127069958e-15;3,33694172445289e-05;4,05036842115286e-06;9,7529337752053e-07;2,70056613201669e-15;4,54531827888072e-05;5,37112236467891e-06;1,35852275328667e-06;4,53709257698174e-15;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
268;"poun_female-hunt 50%_0.3_3";"poun_female-hunt 50%_0.3";"Stochastic equal";"female-hunt 50%";0,3;50;101;0,634789070518685;0,617182084209235;0,654075124039826;0,00973596322433312;0,632100401416772;0,637403764053226;0,627616051510002;0,640700573241619;8,22622801498558;8,25485382258762;7,64768598599176;8,72089492890641;0,26792245122692;8,15277753596061;8,29788445861538;8,08117423438445;8,37854152183284;7,98732427556906;7,34838174477671;7,34838174477671;8,8342946070845;0,704190765307313;7,80901473209212;8,16563381904599;7,34838174477671;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;154,999442001767;83,3330333342833;83,3330333342833;249,99910000285;78,9849176322608;134,957847484872;178,332691335366;83,3330333342833;249,99910000285;10;1,08181303314799e-05;9,44529351127496e-07;1,80996886603995e-07;5,3476345459824e-17;6,0341677374576e-06;5,28156395243513e-07;1,04291651995264e-07;4,74718273845716e-17;6,70371938343461e-06;5,69725074481142e-07;1,18812924829972e-07;1,71918983617606e-17;1,45277766251267e-05;1,17404933447359e-06;2,46326536491997e-07;6,99737705772109e-17;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
269;"poun_female-hunt 50%_0.3_4";"poun_female-hunt 50%_0.3";"Stochastic bad x2";"female-hunt 50%";0,3;50;101;0,606071008123899;0,581213841953261;0,620183557028653;0,00968400085293472;0,60330334477702;0,60864449769739;0,599717131892449;0,61280439982279;8,80576610850907;8,76972421579556;8,26334739812676;9,56765531056881;0,295135331881487;8,72454621428158;8,8898365714005;8,61232105655544;9,0081782885173;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;0;8,8342946070845;8,8342946070845;8,8342946070845;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;3,52202899586382e-06;2,80516688761234e-07;4,6447571489427e-08;1,76105821671629e-18;2,10236527360964e-06;1,92252807560349e-07;2,7789354107319e-08;1,5786997398452e-18;2,25456009060125e-06;1,43980153971474e-07;2,52667854783287e-08;7,57447706919655e-19;4,47226730318445e-06;3,68904012675456e-07;6,16071731320309e-08;2,50880235392108e-18;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
270;"poun_female-hunt 50%_0.3_5";"poun_female-hunt 50%_0.3";"Stochastic bad x4";"female-hunt 50%";0,3;50;101;0,583374847459268;0,556545534899736;0,606120213897252;0,0105216346582986;0,580381798848057;0,586202842008697;0,577758208942709;0,591074616617661;9,28174364551335;9,29546164812819;8,55490167523121;9,96930142315063;0,328958982785102;9,18756312476474;9,3710003534192;9,06476629910638;9,50017613113106;7,34838174477671;7,34838174477671;7,34838174477671;7,34838174477671;0;7,34838174477671;7,34838174477671;7,34838174477671;7,34838174477671;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;1,26877064062186e-06;7,5392484169327e-08;1,18502665885677e-08;7,71994451404315e-20;8,75871493939378e-07;5,6883479656416e-08;9,34329295427064e-09;9,66489725777901e-20;6,1306830067995e-07;3,04768063898208e-08;5,21485611510141e-09;1,79694076216357e-20;1,76913910339432e-06;1,00469116450104e-07;1,57052232867468e-08;9,85748853766687e-20;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
271;"poun_female-hunt 50%_0.4_1";"poun_female-hunt 50%_0.4";"Deterministic";"female-hunt 50%";0,4;1;101;0,748888241383713;0,748888241383713;0,748888241383713;NA;NA;NA;0,748888241383713;0,748888241383713;6,32408345174873;6,32408345174873;6,32408345174873;6,32408345174873;NA;NA;NA;6,32408345174873;6,32408345174873;7,05696808121057;7,05696808121057;7,05696808121057;7,05696808121057;NA;NA;NA;7,05696808121057;7,05696808121057;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;NA;NA;NA;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;NA;NA;NA;1,86915887850467;1,86915887850467;62,4997750007125;62,4997750007125;62,4997750007125;62,4997750007125;NA;NA;NA;62,4997750007125;62,4997750007125;9;0;0;0;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0;-1;-1;-1;-1;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;3;NA;3;3;2;NA;2;2
272;"poun_female-hunt 50%_0.4_2";"poun_female-hunt 50%_0.4";"Stochastic uniform";"female-hunt 50%";0,4;50;101;0,707281720342547;0,677310532816908;0,727846140859759;0,00993745152910219;0,704547649996256;0,709930421867018;0,701961210963326;0,713996822624547;7,10876626946898;7,10886556664402;6,64698707412963;7,83652050530789;0,230144587291687;7,04537349867882;7,17381812844939;6,93704257017746;7,25479436908864;7,05696808121057;7,05696808121057;7,05696808121057;7,05696808121057;0;7,05696808121057;7,05696808121057;7,05696808121057;7,05696808121057;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;62,4997750007125;62,4997750007125;62,4997750007125;62,4997750007125;0;62,4997750007125;62,4997750007125;62,4997750007125;62,4997750007125;10;0,000139721991231539;2,08414379158939e-05;5,7802872469794e-06;1,75982489935246e-13;5,03926438388998e-05;8,11760343304466e-06;2,52343836842531e-06;1,2965280279813e-13;0,00010512339315149;1,43498730566548e-05;4,09073399859452e-06;8,37488622243964e-14;0,000168302992243366;2,46310484208707e-05;7,58767451041386e-06;2,19364093015246e-13;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
273;"poun_female-hunt 50%_0.4_3";"poun_female-hunt 50%_0.4";"Stochastic equal";"female-hunt 50%";0,4;50;101;0,649228945232016;0,617849315444057;0,673626613092379;0,0121139358831654;0,646084248193244;0,65274686539031;0,641089856130858;0,658058594460048;8,13651092443977;8,13868175713656;7,51783388280767;8,95600560726598;0,312784850077764;8,04395212739335;8,22732194122177;7,96952815476376;8,33944227115445;7,92785807888879;7,94563134414753;7,05696808121057;8,8342946070845;0,870153142891449;7,67903236526644;8,15891052725241;7,05696808121057;8,8342946070845;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;0;6,49299062640192;6,49299062640192;6,49299062640192;6,49299062640192;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;0;1,86915887850467;1,86915887850467;1,86915887850467;1,86915887850467;154,37444425176;156,249437501781;62,4997750007125;249,99910000285;91,796934646216;128,124538751461;178,749356502038;62,4997750007125;249,99910000285;10;3,11785433999257e-05;3,34832260069624e-06;7,51406002396387e-07;1,26251635315573e-15;2,23893730892127e-05;2,42401558545467e-06;6,13210524124069e-07;1,40647169924983e-15;1,67940196429362e-05;1,72222781529085e-06;3,64114366996666e-07;3,62444416403818e-16;3,71590277069567e-05;4,36505860015101e-06;9,67422655139892e-07;1,64364910895773e-15;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;2;1;0;1;1
